ID,Codepoint,Glyph,Gardiner,UniK,Core,Description,Functions,Values,JSesh,Hieroglyphica,IFAO,Source
U1422C,U+1422C,𔈬,T-09-019,HJ T133,,,,,T133,T133,,unikemet
U1422D,U+1422D,𔈭,T-09-020,T142,C,"Two throwing-sticks, or clubs used by foreign people (T14), arranged horizontally, on top of a standard used for carrying religious symbols, with a loop under the horizontal beam, running over the vertical pole (R12A).",Logogram/phonemogram (Meter canal),Mtr,,,,unikemet
U1422E,U+1422E,𔈮,T-09-024,HJ T124,C,"A fire-drill in a piece of wood (U28), written between two times pieces of wood, lashed together with the top piece at an angle, with a loop and tie at the back (T13), with the first mirrored, on top of a base.",Phonemogram,rs-wḏꜣ,T124,T124,,unikemet
U1422F,U+1422F,𔈯,T-10-005,HJ T073,C,"A scimitar (khopesh), written vertically, blade curving inwards, with the head of a falcon with a sun disk (N5) on top of it.","Logogram (to be strong, brave, capable)",ḳnꞽ,T73,T73,"420,12",unikemet
U14230,U+14230,𔈰,T-10-006,T073B,C,"A scimitar (khopesh), written vertically, blade curving forwards, with the head of a falcon with a sun disk (N5) on top of it.","Logogram (valour, strength)",ḳn.t,,,,unikemet
U14231,U+14231,𔈱,T-10-007,HJ T073A,C,"A scimitar (khopesh), written vertically, blade curving inwards, with the head of a falcon with he sun within a halo, encircled by a cobra (Naja haje), standing up, with expanded hood (uraeus) (N6); on top of the head.",Logogram (khopesh sword/scimitar),ḫpš,T73A,T73A,"420,13",unikemet
U14232,U+14232,𔈲,T-10-008,T073C,C,"A scimitar (khopesh), written vertically, blade curving forwards, with the head of a falcon with he sun within a halo, encircled by a cobra (Naja haje), standing up, with expanded hood (uraeus) (N6); on top of the head.","Classifier to be strong, brave, capable",ḳn,,,,unikemet
U14233,U+14233,𔈳,T-10-009,T073D,C,"A scimitar (khopesh), written vertically, blade curving inwards, with the head of a falcon, wearing the double crown (S5), on top of it.",Logogram (khopesh sword/scimitar),ḫpš,,,,unikemet
U14234,U+14234,𔈴,T-10-010,HJ T130,C,"A scimitar (khopesh), written vertically, blade curving forwards, with the handle resembling a one-legged table.","Logogram (to be strong, brave, capable)",ḳnꞽ,T130,T130,,unikemet
U14235,U+14235,𔈵,T-12-001,HJ T074,C,"A shepherd's crook with a package lashed to it, with the top tie replaced by a knife (T30A).",Logogram (to follow),šms,T74,T74,"421,3",unikemet
U14236,U+14236,𔈶,T-12-004,HJ T018A,C,"A shepherd's crook with a package lashed to it, with a tie above the package.","Logogram (follower, retainer)",šms.w,T18A,T18A,"421,7",unikemet
U14237,U+14237,𔈷,T-12-005,HJ T075,C,"A shepherd's crook with a package lashed to it, with the top tie replaced by a knife (T30A), on top of legs in a walking posture, feet orientated towards the reading direction (D54)",Logogram (to follow),šms,T75,T75,"421,8",unikemet
U14238,U+14238,𔈸,T-13-002,HJ T019A,C,A harpoon-head with two horizontal strokes on top and a two angled strokes as point. ,"Classifier stalk, reed",,T19A,T19A,"421,11",unikemet
U14239,U+14239,𔈹,T-13-006,HJ T076A,,,,,T76A,T76A,"422,2",unikemet
U1423A,U+1423A,𔈺,T-13-009,HJ T079,C,"A harpoon-head with two horizontal strokes on top, and triangular point.",Phono-repeater,twr,T79,T79,"422,5",unikemet
U1423B,U+1423B,𔈻,T-13-010,HJ T076B,C,"A harpoon-head with two horizontal strokes on top, and triangular point on top of a circle.",Phonemogram,tr,T76B,T76B,"422,6",unikemet
U1423C,U+1423C,𔈼,T-13-012,T019E,C,A harpoon-head with two horizontal strokes on top and a single curl on top of the point.,Phono-repeater,twr,,T19,"422,8",unikemet
U1423D,U+1423D,𔈽,T-13-013,T019F,C,A harpoon-head with two horizontal strokes on top and two curls on top of the point.,Phonemogram,msn,T19,,,unikemet
U1423E,U+1423E,𔈾,T-13-014,HJ T076,C,"A harpoon-head with two horizontal strokes on top and a single curl on top of the point (T19), on top of a circle.",Phonemogram,tr,T76,T76,"422,9",unikemet
U1423F,U+1423F,𔈿,T-13-015,HJ T019C,C,harpoon-head with two horizontal strokes and two angled strokes on top of the point,Phonemogram,ḳs,T19C,T19C,"422,10",unikemet
U14240,U+14240,𔉀,T-13-018,HJ T120,C,"A harpoon-head with two horizontal strokes on top and a single curl on top of the point (T19), on top of a plan of a crossroads in a village (O49).",Phonemogram,tr,T120,T120,,unikemet
U14241,U+14241,𔉁,T-13-020,HJ T021A,C,"A two-barbed harpoon, with a handle on the shaft, written horizontally.","Logogram (one, sole)",wꜥ,T21A,T21A,"422,12",unikemet
U14242,U+14242,𔉂,T-13-023,T144,C,"A two-barbed harpoon, with a handle on the shaft, written vertically, on top of a half-circle.","Logogram (one, sole)",wꜥ.t,,,,unikemet
U14243,U+14243,𔉃,T-13-025,HJ T021D,C,"A two-barbed harpoon, with a handle and curl on the shaft, written horizontally.","Logogram (one, sole)",wꜥ,T21D,T21D,"422,15",unikemet
U14244,U+14244,𔉄,T-13-026,HJ T011C,,,,,T11C,T11C,,unikemet
U14245,U+14245,𔉅,T-13-027,T021G,C,"A two-barbed harpoon, with a rectangle and angled line on the shaft, written horizontally.","Logogram (one, sole)",wꜥ,,,"423,1",unikemet
U14246,U+14246,𔉆,T-13-029,HJ T021C,C,"A two-barbed harpoon, with a rectangle and a curl on the shaft, curling towards the shaft, written vertically.","Logogram (one, sole)",wꜥ,T21C,T21C,"423,4",unikemet
U14247,U+14247,𔉇,T-13-035,HJ T021E,C,"A two-barbed harpoon, with a handle and curl on the shaft, with a bowl-like curved section at the end, written horizontally.","Logogram (one, sole)",wꜥ,T21E,T21E,"423,10",unikemet
U14248,U+14248,𔉈,T-13-039,HJ T080,C,"A spear, arrow without fletching or a harpoon without handle, written vertically, tip upwards.","Logogram (one, sole)",wꜥ,T80,T80,"423,13",unikemet
U14249,U+14249,𔉉,T-13-040,HJ T080B,C,"A spear, arrow without fletching or a harpoon without handle, written horizontally.","Classifier lance, spear",nꞽw.y,T80B,T80B,"423,14",unikemet
U1424A,U+1424A,𔉊,T-13-051,T022E,C,"A two-barbed arrowhead, with the point facing downwards, in the ground, resembled by a half-circle.",Phonemogram,sn,,,,unikemet
U1424B,U+1424B,𔉋,T-13-052,HJ T022A,C,"A two-barbed arrowhead, with the point facing downwards, in the ground, resembling a half-circle, with only the barbs visible.",Phonemogram,sn,T22A,T22A,"424,1",unikemet
U1424C,U+1424C,𔉌,T-13-053,HJ T022B,C,"A two-barbed arrowhead, point facing downwards, in the ground, resembling a cartouche in the round form (V9), with only the barbs visible.",Phonemogram,sn,T22B,T22B,"424,2",unikemet
U1424D,U+1424D,𔉍,T-13-056,HJ T022D,C,"An arrowhead, point facing downwards, in the ground, resembling a cartouche in the round form (V9).",Phonemogram,šn,T22D,T22D,"424,5",unikemet
U1424E,U+1424E,𔉎,T-13-062,HJ T083A,,,,,T83A,T83A,"424,8",unikemet
U1424F,U+1424F,𔉏,T-13-063,HJ T083,,,,,T83,T83,"424,9",unikemet
U14250,U+14250,𔉐,T-13-064,T083C,C,"A spear, arrow without fletching or a harpoon without handle, written horizontally, on top of a boat/ship, resembling a crescent moon, with an oar/rudder at the back, connected by three lines; on a standard used for carrying religious symbols, with a loop under the horizontal beam, running over the vertical pole (R12A).",Logogram (7th and 8th nomes of Lower Egypt),wꜥ-m-ḥww,,,"424,10",unikemet
U14251,U+14251,𔉑,T-13-066,T083D,C,"A spear, arrow without fletching or a harpoon without handle, written horizontally, on top of a crescent moon shape, connected by three lines, point towards the front; on a standard used for carrying religious symbols, with a loop under the horizontal beam, running over the vertical pole (R12A).",Logogram (7th and 8th nomes of Lower Egypt),wꜥ-m-ḥww,,,,unikemet
U14252,U+14252,𔉒,T-13-067,HJ T084,,,,,T84,T84,,unikemet
U14253,U+14253,𔉓,T-13-068,HJ T084B,C,"A spear, arrow without fletching or a harpoon without handle, written horizontally, on top of a crescent moon shape, connected by four lines, with the point towards the back, in front of a feather (H6), angled forwards on top of a standard with a round top, with outwards angled lines coming from the tip of the pole (R14B), on top of a standard used for carrying religious symbols, with a loop under the horizontal beam, running over the vertical pole.",Logogram (7th nome of Lower Egypt),wꜥ-m-ḥww-ꞽmn.ty,T84B,T84B,,unikemet
U14254,U+14254,𔉔,T-13-070,HJ T128A,,,,,T128A,T128A,,unikemet
U14255,U+14255,𔉕,T-13-074,HJ T128,,,,,T128,T128,,unikemet
U14256,U+14256,𔉖,T-13-075,HJ T084A,C,"A spear, arrow without fletching or a harpoon without handle, written horizontally, on top of a crescent moon shape, connected by four lines, in front of a feather (H6), angled forwards on top of a standard with a round top, with outwards angled lines coming from the tip of the pole (R14B); on top of a standard used for carrying religious symbols (R12), written on top of a parcel of land with irrigation ditches (N24).",Logogram (7th nome of Lower Egypt),wꜥ-m-ḥww-ꞽmn.ty,T84A,T84A,,unikemet
U14257,U+14257,𔉗,T-13-076,HJ T085,,,,,T85,T85,"424,11",unikemet
U14258,U+14258,𔉘,T-14-001,HJ T136,,,,,T136,T136,"424,12",unikemet
U14259,U+14259,𔉙,T-14-003,HJ T088B,C,"A long net without internal detail, which widens towards the end, with two loops on the front.",Phonemogram,ꞽh,T88B,T88B,"424,13",unikemet
U1425A,U+1425A,𔉚,T-14-004,HJ T088,C,"A long oval net with internal netting, with two loops at the front, with a triangular block at the back.",Logogram (net),ꜥḥ,T88,T88,"424,14",unikemet
U1425B,U+1425B,𔉛,T-14-005,T088C,C,"A long oval net with internal netting, with two loops at the front.","Classifier catching, netting",ꞽḥ,,,"424,15",unikemet
U1425C,U+1425C,𔉜,T-14-006,HJ T024B,C,"A round net with internal netting, with ties at the front which angle outwards and backwards.","Classifier catching, netting",ꞽḥ,T24B,T24B,"425,1",unikemet
U1425D,U+1425D,𔉝,T-14-007,HJ T088A,C,"A long, oval net with internal netting, which widens towards the back, with two loops at the front, and a downward curving rope at the back.",Logogram (net),ꜥḥ/ꞽḥ,T88A,T88A,"425,2",unikemet
U1425E,U+1425E,𔉞,T-14-008,T088D,C,"A long oval net, resembling a loop with vertical lines inside it, with ties at the front which curve outwards and backwards.",Classifier net,ꞽḥ.y,,,"425,3",unikemet
U1425F,U+1425F,𔉟,T-14-012,HJ T024A,C,"A net used for fishing or fowling, without weights.","Classifier catching, netting",ꞽḥ.t,T24A,T24A,,unikemet
U14260,U+14260,𔉠,T-14-017,HJ T089,C,"A fish-trap, which widens towards the bottom.",Classifier fish-trap,ḥꜥd,T89,T89,"425,8",unikemet
U14261,U+14261,𔉡,T-15-001,HJ T025E,C,"A float, made of reed, with a circle with two ties at the top.",Phonemogram,ḏbꜣ,T25E,T25E,"425,9",unikemet
U14262,U+14262,𔉢,T-15-006,T025F,C,"A float, made of reed, with a circle with three ties at the top, which resemble triangles.",Phonemogram,ḏbꜣ,,,"425,14",unikemet
U14263,U+14263,𔉣,T-15-008,HJ T025C,C,"A float, made of reed.",Phonemogram,ḏbꜣ,T25C,T25C,,unikemet
U14264,U+14264,𔉤,T-15-011,HJ T025A,,,,,T25A,T25A,,unikemet
U14265,U+14265,𔉥,T-15-012,HJ T025B,C,"A float, made out of two inwards curving bundles, connected at the bent with an horizontal line.",Phonemogram,ḏbꜣ,T25B,T25B,,unikemet
U14266,U+14266,𔉦,T-16-001,HJ T026B,,,,,T26B,T26B,"426,2",unikemet
U14267,U+14267,𔉧,T-16-003,HJ T026E,,,,,T26E,T26E,"426,4",unikemet
U14268,U+14268,𔉨,T-16-004,HJ T026F,C,"A bird trap, with one vertical and horizontal pole, with multiple lines running from the horizontal to the vertical pole, with two lines at 45 degree coming from the corner.",Phonemogram,sḫt,T26F,T26F,,unikemet
U14269,U+14269,𔉩,T-16-005,HJ T026G,C,"A bird trap, with one vertical and horizontal pole, with a net running from the front to the vertical pole, with two angled strokes on the middle of the net.",Phonemogram,sḫt,T26G,T26G,"426,5",unikemet
U1426A,U+1426A,𔉪,T-16-006,T026M,C,"A bird trap, with two vertical poles at the back, with a net running from the front to the vertical poles, with two upward ticks at the front of the net.",Phonemogram,sḫt,,,"426,6",unikemet
U1426B,U+1426B,𔉫,T-16-007,HJ T026H,C,"A bird trap, with two vertical poles at the back, with a net running from the front to the vertical poles.","Logogram (to weave, to trap)",sḫt,T26h,T26H,"426,7",unikemet
U1426C,U+1426C,𔉬,T-16-008,HJ T026A,C,"A bird trap, with two vertical poles at the back, with a line running from the front to the vertical poles, with two upward ticks at the front of the line.",Phono-repeater,sḫt,T26A,T26A,"426,8",unikemet
U1426D,U+1426D,𔉭,T-16-009,T026J,C,"A bird trap, with two vertical poles at the back, with two lines running from the front to the vertical poles, with two upwards ticks at the front of the line.",Phonemogram,sḫt,,,"426,9",unikemet
U1426E,U+1426E,𔉮,T-16-011,HJ T026D,C,"A bird trap, with a horizontal beam and an upstanding beam at 20 degree clockwise, with a line running from the front to the upstanding beam.","Classifier catching, netting",sḫt,T26D,T26D,,unikemet
U1426F,U+1426F,𔉯,T-16-021,HJ T051,C,"A bundle of reeds woven together, bending backwards.",Classifier shelter,kꜣp,T51,T51,,unikemet
U14270,U+14270,𔉰,T-16-026,HJ T090,C,"A hexagon-shaped net trap, with a rope to pull it close.",Classifier net,ꞽꜣd.t,T90,T90,,unikemet
U14271,U+14271,𔉱,T-16-027,HJ U100,C,"An oval shaped net trap, with a triangular piece at either short end.",Classifier net,(ꞽ)ꜣd(.t),U100,U100,"409,15",unikemet
U14272,U+14272,𔉲,T-16-028,T090A,C,"A hexagon shaped net trap, on top of an oval base, bound between two pillars, the front pillar resembling a flowering reed (M17), the back resembling a stem of papyrus with a bud, with the head of a bird on top of it.",Logogram (net),ꞽꜣd.t,,,,unikemet
U14273,U+14273,𔉳,T-16-029,HJ T093,C,A wickerwork fish trap.,Classifier fish-trap,sḳ.t,T93,T93,,unikemet
U14274,U+14274,𔉴,T-18-001,HJ T030A,C,A knife with a triangular blade and a straight handle.,"Classifier cutting, slaughter",mds,T30A,T30A,"427,13",unikemet
U14275,U+14275,𔉵,T-18-007,T095C,C,"A knife with a triangular blade and a straight handle (T30A), written horizontally, on top of an oval.","Logogram (flint, in ds-km, obsidian)",ds,,,"428,4",unikemet
U14276,U+14276,𔉶,T-18-008,HJ T095A,C,"A knife with a triangular blade and a straight handle (T30A), written inside an oval.","Logogram (to carve, to enscribe, to engrave)",ḫtꞽ,T95A,T95A,,unikemet
U14277,U+14277,𔉷,T-18-009,HJ T095,C,"A knife with a triangular blade and a straight handle (T30A), written at a forward angle, blade forwards, on top of an oval.","Logogram (to carve, to enscribe, to engrave)",ḫtꞽ,T95,T95,"428,5",unikemet
U14278,U+14278,𔉸,T-18-010,HJ T095B,C,"A knife with a triangular blade and a straight handle (T30A), written at a forward angle, blade forwards, on top of an oval with three angled lines inside the oval.","Logogram (to carve, to enscribe, to engrave)",ḫtꞽ,T95B,T95B,"428,6",unikemet
U14279,U+14279,𔉹,T-18-023,HJ T101,,,,,T101,T101,"428,14",unikemet
U1427A,U+1427A,𔉺,T-18-024,HJ T102,C,"A knife with a triangular blade and a straight handle (T30A), on top of a round-topped butcher's block, with a base with upstanding edges.",Classifier place of execution,ḫb.t,T102,T102,"428,15",unikemet
U1427B,U+1427B,𔉻,T-18-025,HJ T102A,C,"A knife with a triangular blade and a straight handle (T30A), on top of a round-topped butcher's block, with netting as internal decoration, with a base with upstanding edges.",Logogram (place of execution),ḫb.t,T102A,T102A,,unikemet
U1427C,U+1427C,𔉼,T-18-026,HJ N078,C,"A knife with a triangular blade and a straight handle (T30A), on top of a butcher's block, with the base of the block resembling the hill country over the edge of the cultivated areas (N25).",Logogram (place of slaughter),nm.t,N78,N78,"272,14",unikemet
U1427D,U+1427D,𔉽,T-18-028,T103B,C,"A knife with a triangular blade and a straight handle (T30A), on top of ribs of beef (F43).","Logogram (butchery, slaughter)",šꜥt,,,"429,4",unikemet
U1427E,U+1427E,𔉾,T-18-033,HJ T103A,C,"A knife with a triangular blade and a straight handle (T30A), with the tip of the knife on top of stack of ribs, on top of an upside-down cone (F41C), angling forwards, blade upwards.","Logogram (butchery, slaughter)",šꜥt,T103A,T103A,"429,5",unikemet
U1427F,U+1427F,𔉿,T-18-035,T146,C,"A knife with a triangular blade and a straight handle (T30A), on top of a round-topped butcher's block, with the vertical lines of the base extending to the same height as the top of the butcher's block.",Logogram (place of execution),nm.t/ḫb.t,,,,unikemet
U14280,U+14280,𔊀,T-18-036,T141,C,"A knife with a triangular blade and a straight handle (T30A), on top of a wickerwork basket (V30).","Logogram (to carve, to enscribe, to engrave)",ḫtꞽ,,,,unikemet
U14281,U+14281,𔊁,T-18-040,HJ T031A,,,,,T31A,T31A,"429,8",unikemet
U14282,U+14282,𔊂,T-18-045,T030D,C,"A knife with a rounded blade and rounded handle, with a dotted line of liquid coming from the blade.",Classifier stench,sṯ,,,,unikemet
U14283,U+14283,𔊃,T-18-047,HJ T029C,C,"A knife with a rounded blade and rounded handle (T30), written over a butcher's block (T28).",Logogram (place of slaughter),nm.t,T29C,T29C,"429,14",unikemet
U14284,U+14284,𔊄,T-18-049,HJ T029A,,,,,T29A,T29A,,unikemet
U14285,U+14285,𔊅,T-18-051,T145,C,"A knife with a rounded blade and rounded handle (T30), written over a beer-jug (W22).",Phonemogram,ds,,,,unikemet
U14286,U+14286,𔊆,T-18-061,HJ T032B,,,,,T32B,T32B,"430,4",unikemet
U14287,U+14287,𔊇,T-19-006,HJ T140,C,"A knife sharpener, with a thin, curved body, and a loop at the end (T33), on top of legs in a walking posture, feet orientated towards the reading direction (D54).",Phonemogram,sšm,T140,T140,,unikemet
U14288,U+14288,𔊈,T-19-008,T033C,,,,,T33A,T33A,"430,11",unikemet
U14289,U+14289,𔊉,T-20-001,HJ T106,C,A fish-tail shaped ritual object (knife?).,Classifier to spread (in psš-kf (a type of flint knife)),psš,T106,T106,"430,12",unikemet
U1428A,U+1428A,𔊊,T-21-001,HJ T113,C,A horizontal line with a crescent moon shape at the front.,Classifier to cause to breathe,srḳ.t,T113,T113,,unikemet
U1428B,U+1428B,𔊋,T-21-006,HJ T086,C,"Two harpoon-heads, with a straight line above a angled line as tip, connected to each other.",Classifier points (of a harpoon),bwn,T86,T86,,unikemet
U1428C,U+1428C,𔊌,T-21-007,HJ T087,C,A loop of cord with multiple lines with fishhooks hanging from it. ,Classifier hooks,snꜥḥ.t,T87,T87,,unikemet
U1428D,U+1428D,𔊍,T-21-008,HJ T109,C,Assumed to be a curved knife.,Classifier circumcision,sb,T109,T109,,unikemet
U1428E,U+1428E,𔊎,T-21-010,HJ T094,,,,,T94,T94,,unikemet
U1428F,U+1428F,𔊏,U-01-016,HJ U131,C,"A sickle (U1), on top of legs in a walking posture, feet orientated towards the reading direction (D54).",Phonemogram,mꜣ,U131,U131,,unikemet
U14290,U+14290,𔊐,U-02-009,HJ U007B,C,"A hoe with a rope connecting the two pieces, written at an angle (U6), on top of a strip of land (N17).",Classifier hacking,ḫbss,U7B,U7B,"390,4",unikemet
U14291,U+14291,𔊑,U-02-011,HJ U007C,C,"A hoe without a rope connecting the two pieces (U8), written at an angle, on top of a strip of land (N17).",Classifier hacking,ḫbss,U7C,U7C,,unikemet
U14292,U+14292,𔊒,U-02-012,U007E,C,"A hoe with a rope connecting the two pieces, written at an angle (U6), on top of a strip of land, with three grains of sand written beneath it (N16).",Logogram (to hack the land),ḫbs-tꜣ,,,,unikemet
U14293,U+14293,𔊓,U-02-013,HJ U007A,C,"A hoe without a rope connecting the two pieces (U8), written at an angle, on top of a circle.",Classifier hacking,ḫbss,U7A,U7A,,unikemet
U14294,U+14294,𔊔,U-02-016,HJ U007D,C,"A hoe with a rope connecting the two pieces, with the frontal sections of the pieces crossing each other.",Phonemogram,mr,U7D,U7D,,unikemet
U14295,U+14295,𔊕,U-03-012,HJ U052,,,,,U52,U52,,unikemet
U14296,U+14296,𔊖,U-03-014,HJ U050A,C,"A half-round vessel on its side, with three forward, downward lines of grain coming from the front.","Classifier harvest, crop",šm(.w),U50A,U50A,,unikemet
U14297,U+14297,𔊗,U-03-016,U050B,C,"A half-round vessel on its side, with a forward, downward line of grain coming from the front.",Classifier grain/barley,npt,,,"391,3",unikemet
U14298,U+14298,𔊘,U-03-019,HJ U055A,C,"A grain measure, resembling a horizontal stick, with a bulb at the front, with a vertical line on top of the horizontal stick, with an upward stroke behind the vertical line.",Classifier grain,mh.w,U55A,U55A,"391,8",unikemet
U14299,U+14299,𔊙,U-03-022,U054B,C,"A grain measure, resembling a horizontal stick, with a downward hanging bulb at the front, with a vertical line on top of the horizontal stick, with an upward stroke behind the vertical line.",Classifier grain,mh.w | šmꜥ.w | wꜣḥ.yt,,,"391,12",unikemet
U1429A,U+1429A,𔊚,U-03-027,HJ U054,C,"A grain measure, resembling a horizontal stick, with a downward hanging bulb at the front, with a rectangle on top, with an upward stroke behind the rectangle.",Classifier grain,np(r),U54,U54,"392,1",unikemet
U1429B,U+1429B,𔊛,U-03-029,HJ U055,,,,,U55,U55,"392,3",unikemet
U1429C,U+1429C,𔊜,U-05-001,HJ U013A,C,"A plough, with a crossbar and two vertical lines on the long beam, without a circle at the front of the long beam.",Phonemogram,hb,U13A,U13A,"392,11",unikemet
U1429D,U+1429D,𔊝,U-05-002,HJ U013C,C,"A plough, with a crossbar and two vertical lines on the long beam, with the long beam curving upwards at the front.",Phono-repeater,hb,U13C,U13C,"392,12",unikemet
U1429E,U+1429E,𔊞,U-05-007,HJ U014A,,,,,U14A,U14A,"393,3",unikemet
U1429F,U+1429F,𔊟,U-05-011,HJ U013B,C,"A plough with a crossbar, with two vertical lines on the tip of the top beam.",Phono-repeater,hb,U13B,U13B,,unikemet
U142A0,U+142A0,𔊠,U-05-012,HJ U058,,,,,U58,U58,"393,6",unikemet
U142A1,U+142A1,𔊡,U-05-015,HJ U013D,C,"A plough, without a crossbar and two vertical lines on the end of the long beam.",Logogram (fruit),pr.t,U13D,U13D,,unikemet
U142A2,U+142A2,𔊢,U-05-017,HJ U117,C,"A hoe without a rope connecting the two pieces, with a downward, backward line of grains coming from the bottom piece.",Logogram (fruit),pr.t,U117,U117,,unikemet
U142A3,U+142A3,𔊣,U-06-002,U015B,C,A sledge with two ties on top.,Phonemogram,tm,,,,unikemet
U142A4,U+142A4,𔊤,U-06-003,HJ U015A,C,"A sledge, with a broad downward loop at the front, with two forward angled lines on top of the loop.",Phonemogram,tm,U15A,U15A,"393,11",unikemet
U142A5,U+142A5,𔊥,U-06-006,HJ U016A,,,,,U16A,U16A,"393,15",unikemet
U142A6,U+142A6,𔊦,U-06-008,HJ U016D,C,"A sledge, with the head of a canine at the front, with a half-circle on the sledge.",Phonemogram,bꞽꜣ,U16D,U16D,,unikemet
U142A7,U+142A7,𔊧,U-06-015,HJ U122,C,"A rectangular coffin with a rounded lid, and upstanding sides, with a three-by-three block internal decoration, on top of a sledge.",Classifier burial,ḳrs.t,U122,U122,,unikemet
U142A8,U+142A8,𔊨,U-06-017,U140,C,"The sun, within a halo (N5), on top of a sledge (U15).",Logogram (Re-Atoum),rꜥ-ꞽtm.w,,,,unikemet
U142A9,U+142A9,𔊩,U-07-004,U017A,C,"A hoe or pick excavating a rectangular pool, with the handle angling upwards, with the handle towards the front.","Logogram (to found, to establish, to hunt, to lay (a trap))",grg,,,"394,7",unikemet
U142AA,U+142AA,𔊪,U-07-007,HJ U119,C,"A hoe or pick excavating a rectangular pool, resembling the sky (N1), with the handle angling upwards, with the handle towards the back.","Logogram (to found, to establish, to hunt, to lay (a trap))",grg,U119,U119,,unikemet
U142AB,U+142AB,𔊫,U-08-002,HJ U019A,C,An adze with an attached blade at the front.,"Classifier claw, nail",ꜥn.t,U19A,U19A,"394,12",unikemet
U142AC,U+142AC,𔊬,U-08-005,U134,C,An adze with a triangular blade at the front.,Phonemogram,nw,,,,unikemet
U142AD,U+142AD,𔊭,U-08-008,U020A,,"An adze without the downward curve at the end of the handle, with three blades.",Logogram (nail),ꜥn.t,,,,unikemet
U142AE,U+142AE,𔊮,U-08-014,HJ U021A,C,"An adze, with an attached blade at the front, in a piece of wood, with the end handle below the wood.",Phonemogram,stp,U21A,U21A,"395,8",unikemet
U142AF,U+142AF,𔊯,U-08-024,HJ U064,C,"An adze with an attached blade at the front, with multiple horizontal lines.","Classifier claw, nail",ꜥn.t,U64,U64,"395,15",unikemet
U142B0,U+142B0,𔊰,U-08-025,HJ U065,C,"An adze, with an attached triangular blade at the front, bound at the upward piece of the handle, in a piece of wood, with the end handle ending at the height of the wood.",Phonemogram,stp,U65,U65,"359,16",unikemet
U142B1,U+142B1,𔊱,U-09-007,HJ U022A,C,"A chisel with a conical handle, with a broad base and horizontal line on top, and a blade.",Phonemogram,mnḫ,U22A,U22A,"396,7",unikemet
U142B2,U+142B2,𔊲,U-09-011,HJ U024E,C,"A chisel with a half-circle handle, vertical line at the top and a long blade.",Phonemogram,mnḫ,U24E,U24E,"396,12",unikemet
U142B3,U+142B3,𔊳,U-09-016,HJ U127,C,"A drill for drilling holes in beads, with a rectangular handle which slopes inwards towards the drill-bit, with a vertical line as drill-bit (U27B), on top of a horizontal rectangle.",Phonemogram,wbꜣ,U127,U127,,unikemet
U142B4,U+142B4,𔊴,U-09-017,HJ U027B,C,"A drill for drilling holes in beads, with a rectangular handle which slopes inwards towards the drill-bit, with a vertical line as drill-bit.",Classifier chisel,ḥr.y-ṯꜣ.y-mḏꜣ.t,U27B,U27B,"397,1",unikemet
U142B5,U+142B5,𔊵,U-09-018,HJ U128,C,"A drill for drilling holes in beads, with a handle resembling an upside-down pawn, with a vertical line as drill-bit, on top of a horizontal rectangle.",Phonemogram,w,U128,U128,,unikemet
U142B6,U+142B6,𔊶,U-09-020,HJ U027A,,,,,U27A,U27A,"397,3",unikemet
U142B7,U+142B7,𔊷,U-09-021,HJ U023B,C,"A hairpin or burin, with a horizontal line above and below the circle of the pin.",Phonemogram,ꜣb,U23B,U23B,"397,4",unikemet
U142B8,U+142B8,𔊸,U-09-024,HJ U023E,C,"A hairpin or burin, with a horizontal line under the oval of the pin, and a triangular shape on top of the oval.",Phonemogram,ꜣb,U23E,U23E,"397,5",unikemet
U142B9,U+142B9,𔊹,U-09-027,U023F,C,"A hairpin or burin, resembling a vase on a table.",Phonemogram,ꜣb,,,,unikemet
U142BA,U+142BA,𔊺,U-09-028,U023G,C,"A hairpin or burin, with a straight vertical line as pin, with a round head with a triangular top.",Phonemogram,mr,,,"479,8",unikemet
U142BB,U+142BB,𔊻,U-09-040,HJ U072,C,"A drill, consisting of a upside-down conical handle which tapers out into the drill-bit.",Classifier drilling,htꞽ,U72,U72,"398,1",unikemet
U142BC,U+142BC,𔊼,U-09-047,HJ U025C,C,"A drill, with a conical handle with a dot on top, with a curl in towards the front at the handle, with a round drill-bit with a horizontal line over it.",Phonemogram,wb,U25C,U25C,"398,6",unikemet
U142BD,U+142BD,𔊽,U-09-048,HJ U025B,C,"A drill, with a conical handle, with a curl in towards the back at the handle, with a forked drill-bit with a horizontal line over it.",Phonemogram,wb,U25B,U25B,,unikemet
U142BE,U+142BE,𔊾,U-09-052,U025D,C,"A drill, with a half-circle handle, with a curl towards the front on top of the handle, with a round drill-bit with a horizontal line on top of the circle, with a forward curl coming from the horizontal line.",Logogram (to open),wbꜣ,,,,unikemet
U142BF,U+142BF,𔊿,U-09-053,HJ U024M,C,"A drill, with a half-circle handle, with a curl towards the front on top of the handle, with a vertical line as drill-bit, on top of a horizontal rectangle.",Phonemogram,wb(n),U24M,U24M,,unikemet
U142C0,U+142C0,𔋀,U-09-054,HJ U024J,,,,,U24J,U24J,,unikemet
U142C1,U+142C1,𔋁,U-09-056,HJ U024K,C,"A drill, with a half-circle handle, with a vertical line on top, with a round drill-bit.",Logogram (to open),wbꜣ,U24K,U24K,"398,11",unikemet
