ID,Variant,Traditional,Variant_Codepoint,Traditional_Codepoint,Source
U-2C0A0,𬂠,橅,U+2C0A0,U+6A45,unihan
U-2C0A9,𬂩,梜,U+2C0A9,U+689C,unihan
U-2C0AE,𬂮,榝,U+2C0AE,U+699D,unihan
U-2C0B0,𬂰,檂,U+2C0B0,U+6A82,unihan
U-2C0B1,𬂱,𪳷,U+2C0B1,U+2ACF7,unihan
U-2C0BB,𬂻,𣛣,U+2C0BB,U+236E3,unihan
U-2C0C0,𬃀,槻,U+2C0C0,U+69FB,unihan
U-2C0CA,𬃊,櫍,U+2C0CA,U+6ACD,unihan
U-2C0CF,𬃏,𪴥,U+2C0CF,U+2AD25,unihan
U-2C0D8,𬃘,樲,U+2C0D8,U+6A32,unihan
U-2C0DB,𬃛,𬄝,U+2C0DB,U+2C11D,unihan
U-2C0E6,𬃦,𣚙,U+2C0E6,U+23699,unihan
U-2C0EB,𬃫,櫶,U+2C0EB,U+6AF6,unihan
U-2C0EE,𬃮,𣙿,U+2C0EE,U+2367F,unihan
U-2C0F2,𬃲,䫐,U+2C0F2,U+4AD0,unihan
U-2C0F3,𬃳,𣡶,U+2C0F3,U+23876,unihan
U-2C11E,𬄞,𣠕,U+2C11E,U+23815,unihan
U-2C129,𬄩,櫽,U+2C129,U+6AFD,unihan
U-2C12C,𬄬,𣡌,U+2C12C,U+2384C,unihan
U-2C13A,𬄺,𣟃,U+2C13A,U+237C3,unihan
U-2C162,𬅢,㰰,U+2C162,U+3C30,unihan
U-2C165,𬅥,歄,U+2C165,U+6B44,unihan
U-2C16B,𬅫,歕,U+2C16B,U+6B55,unihan
U-2C182,𬆂,𬆉,U+2C182,U+2C189,unihan
U-2C199,𬆙,𣩕,U+2C199,U+23A55,unihan
U-2C1A6,𬆦,毄,U+2C1A6,U+6BC4,unihan
U-2C1AE,𬆮,鷇,U+2C1AE,U+9DC7,unihan
U-2C1BE,𬆾,覒,U+2C1BE,U+8992,unihan
U-2C1C3,𬇃,𨪅,U+2C1C3,U+28A85,unihan
U-2C1C4,𬇄,𣰨,U+2C1C4,U+23C28,unihan
U-2C1C7,𬇇,㲲,U+2C1C7,U+3CB2,unihan
U-2C1D5,𬇕,澫,U+2C1D5,U+6FAB,unihan
U-2C1D8,𬇘,漙,U+2C1D8,U+6F19,unihan
U-2C1D9,𬇙,浿,U+2C1D9,U+6D7F,unihan
U-2C1EC,𬇬,𤅙,U+2C1EC,U+24159,unihan
U-2C1F0,𬇰,㵍,U+2C1F0,U+3D4D,unihan
U-2C1F9,𬇹,漍,U+2C1F9,U+6F0D,unihan
U-2C1FC,𬇼,𣻏,U+2C1FC,U+23ECF,unihan
U-2C201,𬈁,潬,U+2C201,U+6F6C,unihan
U-2C20F,𬈏,𬉤,U+2C20F,U+2C264,unihan
U-2C215,𬈕,㵒,U+2C215,U+3D52,unihan
U-2C21C,𬈜,濴,U+2C21C,U+6FF4,unihan
U-2C227,𬈧,濇,U+2C227,U+6FC7,unihan
U-2C231,𬈱,𤀪,U+2C231,U+2402A,unihan
U-2C23E,𬈾,𤁪,U+2C23E,U+2406A,unihan
U-2C242,𬉂,瀵,U+2C242,U+7035,unihan
U-2C247,𬉇,㵤,U+2C247,U+3D64,unihan
U-2C24B,𬉋,瀢,U+2C24B,U+7022,unihan
U-2C260,𬉠,灡,U+2C260,U+7061,unihan
U-2C27C,𬉼,熰,U+2C27C,U+71B0,unihan
U-2C282,𬊂,煼,U+2C282,U+717C,unihan
U-2C288,𬊈,燖,U+2C288,U+71D6,unihan
U-2C289,𬊉,燵,U+2C289,U+71F5,unihan
U-2C28D,𬊍,燽,U+2C28D,U+71FD,unihan
U-2C28E,𬊎,熕,U+2C28E,U+7195,unihan
U-2C296,𬊖,燘,U+2C296,U+71D8,unihan
U-2C297,𬊗,𤍖,U+2C297,U+24356,unihan
U-2C29C,𬊜,𤓓,U+2C29C,U+244D3,unihan
U-2C2A4,𬊤,燀,U+2C2A4,U+71C0,unihan
U-2C2A6,𬊦,覢,U+2C2A6,U+89A2,unihan
U-2C2B5,𬊵,爣,U+2C2B5,U+7223,unihan
U-2C2B6,𬊶,爁,U+2C2B6,U+7201,unihan
U-2C2BA,𬊺,燰,U+2C2BA,U+71F0,unihan
U-2C2BE,𬊾,㸐,U+2C2BE,U+3E10,unihan
U-2C2C3,𬋃,𤒦,U+2C2C3,U+244A6,unihan
U-2C2CD,𬋍,㸊,U+2C2CD,U+3E0A,unihan
U-2C31D,𬌝,犓,U+2C31D,U+7293,unihan
U-2C320,𬌠,𬌦,U+2C320,U+2C326,unihan
U-2C32E,𬌮,獟,U+2C32E,U+735F,unihan
U-2C334,𬌴,𤣤,U+2C334,U+248E4,unihan
U-2C335,𬌵,𬍁,U+2C335,U+2C341,unihan
U-2C337,𬌷,㺑,U+2C337,U+3E91,unihan
U-2C359,𬍙,琖,U+2C359,U+7416,unihan
U-2C35B,𬍛,瓅,U+2C35B,U+74C5,unihan
U-2C361,𬍡,璗,U+2C361,U+7497,unihan
U-2C364,𬍤,璕,U+2C364,U+7495,unihan
U-2C386,𬎆,㼆,U+2C386,U+3F06,unihan
U-2C391,𬎑,瓓,U+2C391,U+74D3,unihan
U-2C3A7,𬎧,㼻,U+2C3A7,U+3F3B,unihan
U-2C3AC,𬎬,𤮦,U+2C3AC,U+24BA6,unihan
U-2C3DC,𬏜,㾺,U+2C3DC,U+3FBA,unihan
U-2C3DF,𬏟,㾵,U+2C3DF,U+3FB5,unihan
U-2C3E4,𬏤,𤻲,U+2C3E4,U+24EF2,unihan
U-2C3E6,𬏦,癈,U+2C3E6,U+7648,unihan
U-2C3EB,𬏫,瘒,U+2C3EB,U+7612,unihan
U-2C3EE,𬏮,瘑,U+2C3EE,U+7611,unihan
U-2C3F7,𬏷,㿎,U+2C3F7,U+3FCE,unihan
U-2C420,𬐠,𥂸,U+2C420,U+250B8,unihan
U-2C446,𬑆,睔,U+2C446,U+7754,unihan
U-2C447,𬑇,𥇔,U+2C447,U+251D4,unihan
U-2C44D,𬑍,𬑡,U+2C44D,U+2C461,unihan
U-2C44F,𬑏,䀴,U+2C44F,U+4034,unihan
U-2C452,𬑒,䁱,U+2C452,U+4071,unihan
U-2C453,𬑓,瞱,U+2C453,U+77B1,unihan
U-2C455,𬑕,睴,U+2C455,U+7774,unihan
U-2C457,𬑗,瞷,U+2C457,U+77B7,unihan
U-2C459,𬑙,𥌚,U+2C459,U+2531A,unihan
U-2C467,𬑧,矊,U+2C467,U+77CA,unihan
U-2C484,𬒄,𬒒,U+2C484,U+2C492,unihan
U-2C486,𬒆,礏,U+2C486,U+790F,unihan
U-2C487,𬒇,𥗺,U+2C487,U+255FA,unihan
U-2C488,𬒈,礐,U+2C488,U+7910,unihan
U-2C48A,𬒊,𥖩,U+2C48A,U+255A9,unihan
U-2C48D,𬒍,磒,U+2C48D,U+78D2,unihan
U-2C48E,𬒎,䃘,U+2C48E,U+40D8,unihan
U-2C493,𬒓,𥗴,U+2C493,U+255F4,unihan
U-2C495,𬒕,䃤,U+2C495,U+40E4,unihan
U-2C497,𬒗,𥗽,U+2C497,U+255FD,unihan
U-2C4E0,𬓠,穖,U+2C4E0,U+7A56,unihan
U-2C4EB,𬓫,龝,U+2C4EB,U+9F9D,unihan
U-2C4F1,𬓱,𥢊,U+2C4F1,U+2588A,unihan
U-2C4F8,𬓸,䵘,U+2C4F8,U+4D58,unihan
U-2C4FC,𬓼,穨,U+2C4FC,U+7A68,unihan
U-2C52F,𬔯,𥱸,U+2C52F,U+25C78,unihan
U-2C539,𬔹,𥳊,U+2C539,U+25CCA,unihan
U-2C542,𬕂,篢,U+2C542,U+7BE2,unihan
U-2C544,𬕄,籭,U+2C544,U+7C6D,unihan
U-2C54A,𬕊,䉍,U+2C54A,U+424D,unihan
U-2C55B,𬕛,䉐,U+2C55B,U+4250,unihan
U-2C566,𬕦,䉱,U+2C566,U+4271,unihan
U-2C56C,𬕬,𥵝,U+2C56C,U+25D5D,unihan
U-2C583,𬖃,籫,U+2C583,U+7C6B,unihan
U-2C591,𬖑,粯,U+2C591,U+7CAF,unihan
U-2C596,𬖖,𥻤,U+2C596,U+25EE4,unihan
U-2C598,𬖘,𥼶,U+2C598,U+25F36,unihan
U-2C59E,𬖞,𥻵,U+2C59E,U+25EF5,unihan
U-2C59F,𬖟,𫃐,U+2C59F,U+2B0D0,unihan
U-2C5A0,𬖠,㪹,U+2C5A0,U+3AB9,unihan
U-2C5AE,𬖮,糮,U+2C5AE,U+7CEE,unihan
U-2C5BA,𬖺,𥽭,U+2C5BA,U+25F6D,unihan
U-2C613,𬘓,紃,U+2C613,U+7D03,unihan
U-2C614,𬘔,𥾝,U+2C614,U+25F9D,unihan
U-2C615,𬘕,紌,U+2C615,U+7D0C,unihan
U-2C616,𬘖,絸,U+2C616,U+7D78,unihan
U-2C617,𬘗,𰫛,U+2C617,U+30ADB,unihan
U-2C618,𬘘,紞,U+2C618,U+7D1E,unihan
U-2C619,𬘙,䋐,U+2C619,U+42D0,unihan
U-2C61A,𬘚,𥿉,U+2C61A,U+25FC9,unihan
U-2C61B,𬘛,紶,U+2C61B,U+7D36,unihan
U-2C61C,𬘜,䋎,U+2C61C,U+42CE,unihan
U-2C61D,𬘝,紾,U+2C61D,U+7D3E,unihan
U-2C61E,𬘞,𦄋,U+2C61E,U+2610B,unihan
U-2C61F,𬘟,絤,U+2C61F,U+7D64,unihan
U-2C620,𬘠,絠,U+2C620,U+7D60,unihan
U-2C621,𬘡,絪,U+2C621,U+7D6A,unihan
U-2C622,𬘢,絖,U+2C622,U+7D56,unihan
U-2C623,𬘣,𬗏,U+2C623,U+2C5CF,unihan
U-2C624,𬘤,絽,U+2C624,U+7D7D,unihan
U-2C625,𬘥,絟,U+2C625,U+7D5F,unihan
U-2C626,𬘦,𥿯,U+2C626,U+25FEF,unihan
U-2C627,𬘧,纃,U+2C627,U+7E83,unihan
U-2C628,𬘨,綕,U+2C628,U+7D95,unihan
U-2C629,𬘩,綎,U+2C629,U+7D8E,unihan
U-2C62A,𬘪,䌞,U+2C62A,U+431E,unihan
U-2C62B,𬘫,綄,U+2C62B,U+7D84,unihan
U-2C62C,𬘬,綪,U+2C62C,U+7DAA,unihan
U-2C62D,𬘭,綝,U+2C62D,U+7D9D,unihan
U-2C62E,𬘮,䌐,U+2C62E,U+4310,unihan
U-2C62F,𬘯,綧,U+2C62F,U+7DA7,unihan
U-2C630,𬘰,緛,U+2C630,U+7DDB,unihan
U-2C631,𬘱,䌁,U+2C631,U+4301,unihan
U-2C632,𬘲,䋾,U+2C632,U+42FE,unihan
U-2C633,𬘳,𦄼,U+2C633,U+2613C,unihan
U-2C634,𬘴,䋺,U+2C634,U+42FA,unihan
U-2C635,𬘵,緪,U+2C635,U+7DEA,unihan
U-2C636,𬘶,緧,U+2C636,U+7DE7,unihan
U-2C637,𬘷,縒,U+2C637,U+7E12,unihan
U-2C638,𬘸,𦂋,U+2C638,U+2608B,unihan
U-2C639,𬘹,𫄇,U+2C639,U+2B107,unihan
U-2C63A,𬘺,縚,U+2C63A,U+7E1A,unihan
U-2C63B,𬘻,縖,U+2C63B,U+7E16,unihan
U-2C63C,𬘼,𦃒,U+2C63C,U+260D2,unihan
U-2C63D,𬘽,𦃘,U+2C63D,U+260D8,unihan
U-2C63E,𬘾,𦄍,U+2C63E,U+2610D,unihan
U-2C63F,𬘿,𦄧,U+2C63F,U+26127,unihan
U-2C640,𬙀,𬗺,U+2C640,U+2C5FA,unihan
U-2C641,𬙁,䌪,U+2C641,U+432A,unihan
U-2C642,𬙂,縯,U+2C642,U+7E2F,unihan
U-2C643,𬙃,𦅋,U+2C643,U+2614B,unihan
U-2C644,𬙄,𰫳,U+2C644,U+30AF3,unihan
U-2C645,𬙅,𦅷,U+2C645,U+26177,unihan
U-2C646,𬙆,繙,U+2C646,U+7E59,unihan
U-2C647,𬙇,繎,U+2C647,U+7E4E,unihan
U-2C648,𬙈,繗,U+2C648,U+7E57,unihan
U-2C649,𬙉,繵,U+2C649,U+7E75,unihan
U-2C64A,𬙊,纆,U+2C64A,U+7E86,unihan
U-2C64B,𬙋,纕,U+2C64B,U+7E95,unihan
U-2C64E,𬙎,罏,U+2C64E,U+7F4F,unihan
U-2C64F,𬙏,𬙔,U+2C64F,U+2C654,unihan
U-2C65D,𬙝,罼,U+2C65D,U+7F7C,unihan
U-2C66A,𬙪,𦌾,U+2C66A,U+2633E,unihan
U-2C66B,𬙫,𦍆,U+2C66B,U+26346,unihan
U-2C66D,𬙭,䍷,U+2C66D,U+4377,unihan
U-2C684,𬚄,䎘,U+2C684,U+4398,unihan
U-2C6F9,𬛹,䑗,U+2C6F9,U+4457,unihan
U-2C6FC,𬛼,轝,U+2C6FC,U+8F5D,unihan
U-2C714,𬜔,𦪭,U+2C714,U+26AAD,unihan
U-2C725,𬜥,葻,U+2C725,U+847B,unihan
U-2C727,𬜧,蕟,U+2C727,U+855F,unihan
U-2C728,𬜨,薉,U+2C728,U+8589,unihan
U-2C72C,𬜬,蔄,U+2C72C,U+8504,unihan
U-2C72F,𬜯,䓣,U+2C72F,U+44E3,unihan
U-2C738,𬜸,蘹,U+2C738,U+8639,unihan
U-2C73A,𬜺,𦶆,U+2C73A,U+26D86,unihan
U-2C73E,𬜾,藖,U+2C73E,U+85D6,unihan
U-2C73F,𬜿,蔮,U+2C73F,U+852E,unihan
U-2C741,𬝁,䔡,U+2C741,U+4521,unihan
U-2C743,𬝃,𤎤,U+2C743,U+243A4,unihan
U-2C74A,𬝊,𦸷,U+2C74A,U+26E37,unihan
U-2C74B,𬝋,蠞,U+2C74B,U+881E,unihan
U-2C756,𬝖,𦵕,U+2C756,U+26D55,unihan
U-2C760,𬝠,𦽒,U+2C760,U+26F52,unihan
U-2C76F,𬝯,薲,U+2C76F,U+85B2,unihan
U-2C774,𬝴,䕼,U+2C774,U+457C,unihan
U-2C78B,𬞋,𦾶,U+2C78B,U+26FB6,unihan
U-2C795,𬞕,蘭,U+2C795,U+862D,unihan
U-2C798,𬞘,藬,U+2C798,U+85EC,unihan
U-2C79F,𬞟,蘋,U+2C79F,U+860B,unihan
U-2C7A3,𬞣,𧂅,U+2C7A3,U+27085,unihan
U-2C7AB,𬞫,蘫,U+2C7AB,U+862B,unihan
U-2C7C1,𬟁,虉,U+2C7C1,U+8649,unihan
U-2C7EA,𬟪,覤,U+2C7EA,U+89A4,unihan
U-2C7FA,𬟺,𧐱,U+2C7FA,U+27431,unihan
U-2C7FD,𬟽,蝀,U+2C7FD,U+8740,unihan
U-2C803,𬠃,𧏻,U+2C803,U+273FB,unihan
U-2C805,𬠅,蟷,U+2C805,U+87F7,unihan
U-2C808,𬠈,𫋐,U+2C808,U+2B2D0,unihan
U-2C820,𬠠,蠈,U+2C820,U+8808,unihan
U-2C831,𬠱,𧖦,U+2C831,U+275A6,unihan
U-2C837,𬠷,𧕦,U+2C837,U+27566,unihan
U-2C847,𬡇,褭,U+2C847,U+892D,unihan
U-2C84D,𬡍,𧜣,U+2C84D,U+27723,unihan
U-2C84E,𬡎,𧛸,U+2C84E,U+276F8,unihan
U-2C852,𬡒,裌,U+2C852,U+88CC,unihan
U-2C853,𬡓,褺,U+2C853,U+893A,unihan
U-2C854,𬡔,𧜂,U+2C854,U+27702,unihan
U-2C855,𬡕,𧜁,U+2C855,U+27701,unihan
U-2C860,𬡠,𧟌,U+2C860,U+277CC,unihan
U-2C866,𬡦,𧞶,U+2C866,U+277B6,unihan
U-2C871,𬡱,𫌙,U+2C871,U+2B319,unihan
U-2C877,𬡷,襸,U+2C877,U+8978,unihan
U-2C87B,𬡻,䊲,U+2C87B,U+42B2,unihan
U-2C887,𬢇,𧠈,U+2C887,U+27808,unihan
U-2C888,𬢈,𧡍,U+2C888,U+2784D,unihan
U-2C889,𬢉,𧠥,U+2C889,U+27825,unihan
U-2C88A,𬢊,覗,U+2C88A,U+8997,unihan
U-2C88B,𬢋,覜,U+2C88B,U+899C,unihan
U-2C88C,𬢌,覟,U+2C88C,U+899F,unihan
U-2C88D,𬢍,𧠵,U+2C88D,U+27835,unihan
U-2C88E,𬢎,覩,U+2C88E,U+89A9,unihan
U-2C88F,𬢏,𧡪,U+2C88F,U+2786A,unihan
U-2C890,𬢐,䚉,U+2C890,U+4689,unihan
U-2C891,𬢑,䚆,U+2C891,U+4686,unihan
U-2C892,𬢒,覭,U+2C892,U+89AD,unihan
U-2C893,𬢓,𧢍,U+2C893,U+2788D,unihan
U-2C894,𬢔,覴,U+2C894,U+89B4,unihan
U-2C895,𬢕,𧣴,U+2C895,U+278F4,unihan
U-2C8AA,𬢪,譸,U+2C8AA,U+8B78,unihan
U-2C8AF,𬢯,譻,U+2C8AF,U+8B7B,unihan
U-2C8B3,𬢳,謲,U+2C8B3,U+8B32,unihan
U-2C8C0,𬣀,讆,U+2C8C0,U+8B86,unihan
U-2C8D9,𬣙,訏,U+2C8D9,U+8A0F,unihan
U-2C8DA,𬣚,𧥣,U+2C8DA,U+27963,unihan
U-2C8DB,𬣛,䚳,U+2C8DB,U+46B3,unihan
U-2C8DC,𬣜,䚽,U+2C8DC,U+46BD,unihan
U-2C8DD,𬣝,𧥺,U+2C8DD,U+2797A,unihan
U-2C8DE,𬣞,詝,U+2C8DE,U+8A5D,unihan
U-2C8DF,𬣟,䚵,U+2C8DF,U+46B5,unihan
U-2C8E0,𬣠,詌,U+2C8E0,U+8A4C,unihan
U-2C8E1,𬣡,諓,U+2C8E1,U+8AD3,unihan
U-2C8E2,𬣢,𧦭,U+2C8E2,U+279AD,unihan
U-2C8E3,𬣣,註,U+2C8E3,U+8A3B,unihan
U-2C8E4,𬣤,詃,U+2C8E4,U+8A43,unihan
U-2C8E5,𬣥,詜,U+2C8E5,U+8A5C,unihan
U-2C8E6,𬣦,詏,U+2C8E6,U+8A4F,unihan
U-2C8E7,𬣧,䛍,U+2C8E7,U+46CD,unihan
U-2C8E8,𬣨,𧧝,U+2C8E8,U+279DD,unihan
U-2C8E9,𬣩,詴,U+2C8E9,U+8A74,unihan
U-2C8EA,𬣪,𧬨,U+2C8EA,U+27B28,unihan
U-2C8EB,𬣫,𬣍,U+2C8EB,U+2C8CD,unihan
U-2C8EC,𬣬,䛛,U+2C8EC,U+46DB,unihan
U-2C8ED,𬣭,譡,U+2C8ED,U+8B61,unihan
U-2C8EE,𬣮,詺,U+2C8EE,U+8A7A,unihan
U-2C8EF,𬣯,䛘,U+2C8EF,U+46D8,unihan
U-2C8F0,𬣰,詯,U+2C8F0,U+8A6F,unihan
U-2C8F1,𬣱,詶,U+2C8F1,U+8A76,unihan
U-2C8F2,𬣲,誁,U+2C8F2,U+8A81,unihan
U-2C8F3,𬣳,詪,U+2C8F3,U+8A6A,unihan
U-2C8F4,𬣴,𧮇,U+2C8F4,U+27B87,unihan
U-2C8F5,𬣵,𧬻,U+2C8F5,U+27B3B,unihan
U-2C8F6,𬣶,𧨊,U+2C8F6,U+27A0A,unihan
U-2C8F7,𬣷,誎,U+2C8F7,U+8A8E,unihan
U-2C8F8,𬣸,䛞,U+2C8F8,U+46DE,unihan
U-2C8F9,𬣹,䛤,U+2C8F9,U+46E4,unihan
U-2C8FA,𬣺,𧧭,U+2C8FA,U+279ED,unihan
U-2C8FB,𬣻,誔,U+2C8FB,U+8A94,unihan
U-2C8FC,𬣼,誏,U+2C8FC,U+8A8F,unihan
U-2C8FD,𬣽,謰,U+2C8FD,U+8B30,unihan
U-2C8FE,𬣾,諎,U+2C8FE,U+8ACE,unihan
U-2C8FF,𬣿,䜎,U+2C8FF,U+470E,unihan
U-2C900,𬤀,諕,U+2C900,U+8AD5,unihan
U-2C901,𬤁,䛬,U+2C901,U+46EC,unihan
U-2C902,𬤂,𧨾,U+2C902,U+27A3E,unihan
U-2C903,𬤃,𰴽,U+2C903,U+30D3D,unihan
U-2C904,𬤄,謲,U+2C904,U+8B32,unihan
U-2C905,𬤅,𧩦,U+2C905,U+27A66,unihan
U-2C906,𬤆,謴,U+2C906,U+8B34,unihan
U-2C907,𬤇,諲,U+2C907,U+8AF2,unihan
U-2C908,𬤈,𧫚,U+2C908,U+27ADA,unihan
U-2C909,𬤉,䜋,U+2C909,U+470B,unihan
U-2C90A,𬤊,諟,U+2C90A,U+8ADF,unihan
U-2C90B,𬤋,𧩪,U+2C90B,U+27A6A,unihan
U-2C90C,𬤌,䛽,U+2C90C,U+46FD,unihan
U-2C90D,𬤍,諻,U+2C90D,U+8AFB,unihan
U-2C90E,𬤎,諠,U+2C90E,U+8AE0,unihan
U-2C90F,𬤏,𧩧,U+2C90F,U+27A67,unihan
U-2C910,𬤐,謌,U+2C910,U+8B0C,unihan
U-2C911,𬤑,䛿,U+2C911,U+46FF,unihan
U-2C912,𬤒,𧪞,U+2C912,U+27A9E,unihan
U-2C913,𬤓,𧪡,U+2C913,U+27AA1,unihan
U-2C914,𬤔,𧪪,U+2C914,U+27AAA,unihan
U-2C915,𬤕,𧪦,U+2C915,U+27AA6,unihan
U-2C916,𬤖,𧬪,U+2C916,U+27B2A,unihan
U-2C917,𬤗,𬣘,U+2C917,U+2C8D8,unihan
U-2C918,𬤘,䜉,U+2C918,U+4709,unihan
U-2C919,𬤙,謼,U+2C919,U+8B3C,unihan
U-2C91A,𬤚,𧮆,U+2C91A,U+27B86,unihan
U-2C91B,𬤛,讇,U+2C91B,U+8B87,unihan
U-2C91C,𬤜,𧬅,U+2C91C,U+27B05,unihan
U-2C91D,𬤝,譓,U+2C91D,U+8B53,unihan
U-2C91E,𬤞,𧬇,U+2C91E,U+27B07,unihan
U-2C91F,𬤟,䜍,U+2C91F,U+470D,unihan
U-2C920,𬤠,𧬌,U+2C920,U+27B0C,unihan
U-2C921,𬤡,䜒,U+2C921,U+4712,unihan
U-2C922,𬤢,譐,U+2C922,U+8B50,unihan
U-2C923,𬤣,譈,U+2C923,U+8B48,unihan
U-2C924,𬤤,譄,U+2C924,U+8B44,unihan
U-2C925,𬤥,譔,U+2C925,U+8B54,unihan
U-2C926,𬤦,讉,U+2C926,U+8B89,unihan
U-2C927,𬤧,𧬮,U+2C927,U+27B2E,unihan
U-2C928,𬤨,譟,U+2C928,U+8B5F,unihan
U-2C929,𬤩,譺,U+2C929,U+8B7A,unihan
U-2C92A,𬤪,䜚,U+2C92A,U+471A,unihan
U-2C92B,𬤫,譹,U+2C92B,U+8B79,unihan
U-2C92C,𬤬,䜝,U+2C92C,U+471D,unihan
U-2C92D,𬤭,譿,U+2C92D,U+8B7F,unihan
U-2C92E,𬤮,讚,U+2C92E,U+8B9A,unihan
U-2C92F,𬤯,𧮈,U+2C92F,U+27B88,unihan
U-2C930,𬤰,讙,U+2C930,U+8B99,unihan
U-2C931,𬤱,𧮓,U+2C931,U+27B93,unihan
U-2C937,𬤷,𧰆,U+2C937,U+27C06,unihan
U-2C944,𬥄,䝕,U+2C944,U+4755,unihan
U-2C948,𬥈,䫉,U+2C948,U+4AC9,unihan
U-2C973,𬥳,賶,U+2C973,U+8CF6,unihan
U-2C974,𬥴,𧵊,U+2C974,U+27D4A,unihan
U-2C975,𬥵,䝯,U+2C975,U+476F,unihan
U-2C976,𬥶,貱,U+2C976,U+8CB1,unihan
U-2C977,𬥷,𧶄,U+2C977,U+27D84,unihan
U-2C978,𬥸,賗,U+2C978,U+8CD7,unihan
U-2C979,𬥹,𧶟,U+2C979,U+27D9F,unihan
U-2C97A,𬥺,䞁,U+2C97A,U+4781,unihan
U-2C97B,𬥻,䞂,U+2C97B,U+4782,unihan
U-2C97C,𬥼,𧶲,U+2C97C,U+27DB2,unihan
U-2C97D,𬥽,䞀,U+2C97D,U+4780,unihan
U-2C97E,𬥾,𧸦,U+2C97E,U+27E26,unihan
U-2C97F,𬥿,𧸪,U+2C97F,U+27E2A,unihan
U-2C980,𬦀,𬥲,U+2C980,U+2C972,unihan
U-2C985,𬦅,𧼮,U+2C985,U+27F2E,unihan
U-2C986,𬦆,𧽢,U+2C986,U+27F62,unihan
U-2C9A3,𬦣,𨇗,U+2C9A3,U+281D7,unihan
U-2C9A5,𬦥,䟺,U+2C9A5,U+47FA,unihan
U-2C9A7,𬦧,踚,U+2C9A7,U+8E1A,unihan
U-2C9A9,𬦩,𨃘,U+2C9A9,U+280D8,unihan
U-2C9AB,𬦫,𨆅,U+2C9AB,U+28185,unihan
U-2C9AF,𬦯,𨁂,U+2C9AF,U+28042,unihan
U-2C9B4,𬦴,𨆱,U+2C9B4,U+281B1,unihan
U-2C9B5,𬦵,𨄰,U+2C9B5,U+28130,unihan
U-2C9B9,𬦹,𨃜,U+2C9B9,U+280DC,unihan
U-2C9BB,𬦻,躀,U+2C9BB,U+8E80,unihan
U-2C9BE,𬦾,𨈇,U+2C9BE,U+28207,unihan
U-2C9C0,𬧀,蹡,U+2C9C0,U+8E61,unihan
U-2C9C3,𬧃,䠮,U+2C9C3,U+482E,unihan
U-2C9D1,𬧑,𨇍,U+2C9D1,U+281CD,unihan
U-2C9D4,𬧔,𬧙,U+2C9D4,U+2C9D9,unihan
U-2C9DA,𬧚,𨈀,U+2C9DA,U+28200,unihan
U-2C9DB,𬧛,𨈆,U+2C9DB,U+28206,unihan
U-2C9E2,𬧢,䡁,U+2C9E2,U+4841,unihan
U-2C9E4,𬧤,軂,U+2C9E4,U+8EC2,unihan
U-2C9E9,𬧩,𨉹,U+2C9E9,U+28279,unihan
U-2CA01,𬨁,軞,U+2CA01,U+8EDE,unihan
U-2CA02,𬨂,軝,U+2CA02,U+8EDD,unihan
U-2CA03,𬨃,𨋁,U+2CA03,U+282C1,unihan
U-2CA04,𬨄,軮,U+2CA04,U+8EEE,unihan
U-2CA05,𬨅,𨋚,U+2CA05,U+282DA,unihan
U-2CA06,𬨆,䡗,U+2CA06,U+4857,unihan
U-2CA07,𬨇,輆,U+2CA07,U+8F06,unihan
U-2CA08,𬨈,輓,U+2CA08,U+8F13,unihan
U-2CA09,𬨉,䡘,U+2CA09,U+4858,unihan
U-2CA0B,𬨋,𨌄,U+2CA0B,U+28304,unihan
U-2CA0C,𬨌,䡟,U+2CA0C,U+485F,unihan
U-2CA0D,𬨍,輵,U+2CA0D,U+8F35,unihan
U-2CA0E,𬨎,輶,U+2CA0E,U+8F36,unihan
U-2CA0F,𬨏,𨍐,U+2CA0F,U+28350,unihan
U-2CA10,𬨐,𨍹,U+2CA10,U+28379,unihan
U-2CA11,𬨑,䡦,U+2CA11,U+4866,unihan
U-2CA12,𬨒,𨎩,U+2CA12,U+283A9,unihan
U-2CA13,𬨓,轈,U+2CA13,U+8F48,unihan
U-2CA14,𬨔,䡶,U+2CA14,U+4876,unihan
U-2CA4E,𬩎,𨘌,U+2CA4E,U+2860C,unihan
U-2CA7D,𬩽,鄩,U+2CA7D,U+9129,unihan
U-2CA7E,𬩾,郲,U+2CA7E,U+90F2,unihan
U-2CA8D,𬪍,鄮,U+2CA8D,U+912E,unihan
U-2CAA7,𬪧,醧,U+2CAA7,U+91A7,unihan
U-2CAA8,𬪨,醆,U+2CAA8,U+9186,unihan
U-2CAA9,𬪩,醲,U+2CAA9,U+91B2,unihan
U-2CAAB,𬪫,𨣉,U+2CAAB,U+288C9,unihan
U-2CAAF,𬪯,𨤋,U+2CAAF,U+2890B,unihan
U-2CABA,𬪺,𨤡,U+2CABA,U+28921,unihan
U-2CB07,𬬇,𨰵,U+2CB07,U+28C35,unihan
U-2CB27,𬬧,釬,U+2CB27,U+91EC,unihan
U-2CB28,𬬨,釫,U+2CB28,U+91EB,unihan
U-2CB29,𬬩,釴,U+2CB29,U+91F4,unihan
U-2CB2A,𬬪,釦,U+2CB2A,U+91E6,unihan
U-2CB2B,𬬫,鈚,U+2CB2B,U+921A,unihan
